iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.0272137021115593,3.101621678089748,1.0012596288055424,2.477299543768252,2.73286049052822,0.15323094724110708,,0.15323094724110708,0.0,False,True,,ucb,0.0,False,True,,8,3c0e75e8-5233-4b71-8316-e03dd694e88a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.15323094724110708,7.894490219447871,7.894490219447871,7.894490219447871,7.894490219447871,0.15323094724110708,7.894490219447871,michalewicz
2,1.2286291551541173,1.3756464757427227,1.1710252155791652,0.3360046329538751,1.5047143521208903,0.32604765500876154,,0.32604765500876154,0.0,False,True,,ucb,0.0,False,True,,8,3c0e75e8-5233-4b71-8316-e03dd694e88a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.32604765500876154,7.721673511680216,15.616163731128086,7.721673511680216,7.808081865564043,0.15323094724110708,7.894490219447871,michalewicz
3,0.7582301259261758,0.8078456237537506,0.5803513018372032,0.6090434426292817,2.5567150298471115,-1.0282202964532643,,-1.0282202964532643,0.0,False,True,,ucb,0.0,False,True,,8,3c0e75e8-5233-4b71-8316-e03dd694e88a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.32604765500876154,9.075941463142243,24.69210519427033,7.721673511680216,8.230701731423443,0.15323094724110708,7.894490219447871,michalewicz
4,1.3288440180585444,0.8039979789080718,1.8563760580914754,1.898377406065081,2.032164425727874,0.5224310245244812,0.5224310245244812,0.5224310245244812,0.0,False,True,0.0,ucb,0.0,False,False,,8,3c0e75e8-5233-4b71-8316-e03dd694e88a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,7.525290142164497,32.217395336434826,7.525290142164497,8.054348834108707,0.5224310245244812,7.525290142164497,michalewicz
5,2.863110509619268,0.4718864178640059,1.1667470743524408,0.8941621038640123,0.052722372294653944,-0.1443543065132659,-0.1443543065132659,-0.1443543065132659,0.0,False,True,0.0,ucb,0.0,False,False,,8,3c0e75e8-5233-4b71-8316-e03dd694e88a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.192075473202244,40.40947080963707,7.525290142164497,8.081894161927414,0.5224310245244812,7.525290142164497,michalewicz
6,0.29542972491973934,1.0296906586738983,2.3161152619266345,2.569107983341526,3.141592653589793,-0.7580572029488953,-0.7580572029488953,-0.7580572029488953,0.0,False,True,0.0,ucb,0.29347020003478974,False,False,,8,3c0e75e8-5233-4b71-8316-e03dd694e88a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.805778369637874,49.21524917927495,7.525290142164497,8.202541529879158,0.5224310245244812,7.525290142164497,michalewicz
7,2.1844052915949734,0.615682195248084,1.4808154251104326,1.362814260249846,1.5595343648957591,0.6027673044622005,,0.6027673044622005,0.0,False,True,,ucb,0.2919764000107534,False,True,-0.7580572029488953,8,3c0e75e8-5233-4b71-8316-e03dd694e88a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.6027673044622005,7.444953862226778,56.660203041501724,7.444953862226778,8.094314720214532,0.5224310245244812,7.525290142164497,michalewicz
8,1.15168093914191,0.8476625369691608,1.919163764877357,1.94943500972222,0.7776327070439474,0.5096039792592645,,0.5096039792592645,0.0,False,True,,ucb,0.3501789000001736,False,True,-0.7580572029488953,8,3c0e75e8-5233-4b71-8316-e03dd694e88a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.6027673044622005,7.538117187429714,64.19832022893144,7.444953862226778,8.02479002861643,0.5224310245244812,7.525290142164497,michalewicz
9,1.1376469574031,0.0,1.66146174520324,1.3580482834729986,2.269313077946889,-0.6013428265813682,-0.6013428265813682,-0.6013428265813682,0.0,False,True,0.0,ucb,0.2289773999946192,False,False,,8,3c0e75e8-5233-4b71-8316-e03dd694e88a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.6027673044622005,8.649063993270346,72.84738422220178,7.444953862226778,8.094153802466865,0.5224310245244812,7.525290142164497,michalewicz
10,1.1090992683196266,1.1409124405516928,2.0479211882449766,2.2609957547868254,2.108095134515141,-1.041077131692381,,-1.041077131692381,0.0,False,True,,ucb,0.3585589000140317,False,True,-0.7580572029488953,8,3c0e75e8-5233-4b71-8316-e03dd694e88a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.6027673044622005,9.08879829838136,81.93618252058315,7.444953862226778,8.193618252058315,0.5224310245244812,7.525290142164497,michalewicz
11,1.393379540900794,0.7108949577529605,1.8068376990635253,1.8149409650551627,2.4034391564673645,-0.9411855688652191,-0.9411855688652191,-0.9411855688652191,0.0,False,True,0.0,ucb,0.3028348999796435,False,False,,8,3c0e75e8-5233-4b71-8316-e03dd694e88a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.6027673044622005,8.988906735554197,90.92508925613734,7.444953862226778,8.265917205103394,0.5224310245244812,7.525290142164497,michalewicz
12,3.141592653589793,3.141592653589793,0.0,0.0,0.0,-1.0539382319151993,-1.0539382319151993,-1.0539382319151993,0.0,False,True,0.0,ucb,0.16817489999812096,False,False,,8,3c0e75e8-5233-4b71-8316-e03dd694e88a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.6027673044622005,9.101659398604177,100.02674865474151,7.444953862226778,8.335562387895125,0.5224310245244812,7.525290142164497,michalewicz
13,3.141592653589793,0.0,0.0,3.141592653589793,0.0,-1.0539382319151993,,-1.0539382319151993,0.0,False,True,,ucb,0.135089399991557,False,True,-0.9411855688652191,8,3c0e75e8-5233-4b71-8316-e03dd694e88a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.6027673044622005,9.101659398604177,109.12840805334568,7.444953862226778,8.394492927180437,0.5224310245244812,7.525290142164497,michalewicz
