iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,9.560017096289753,2.076818100791469,1.2331847136995135,1.2331847136995135,False,0.0,qnei,0.0,False,0,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2331847136995135,0.016870752200555117,0.016870752200555117,0.016870752200555117,0.016870752200555117,1.2331847136995135,0.016870752200555117,branin
2,8.284448852745307,1.4928212308202027,0.980580217349636,0.980580217349636,False,0.0,qnei,0.0,False,0,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2331847136995135,0.2694752485504327,0.2863460007509878,0.016870752200555117,0.1431730003754939,1.2331847136995135,0.016870752200555117,branin
3,5.1280461643656485,1.3591960402050662,0.6042195728302557,0.6042195728302557,False,0.0,qnei,0.0,False,0,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2331847136995135,0.6458358930698129,0.9321818938208007,0.016870752200555117,0.31072729794026693,1.2331847136995135,0.016870752200555117,branin
4,6.890364797811311,8.41747724312279,-2.1028324465741894,-2.1028324465741894,False,0.0,qnei,0.0,False,0,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2331847136995135,3.352887912474258,4.285069806295058,0.016870752200555117,1.0712674515737646,1.2331847136995135,0.016870752200555117,branin
5,4.255089974049766,9.569260034533663,-2.071428512488231,-2.071428512488231,False,0.0,qnei,0.0,False,0,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2331847136995135,3.3214839783883,7.606553784683358,0.016870752200555117,1.5213107569366717,1.2331847136995135,0.016870752200555117,branin
6,10.0,3.0791874697853774,1.1758235030010051,1.1758235030010051,False,0.0,qnei,0.3665251000202261,False,0,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2331847136995135,0.07423196289906353,7.680785747582422,0.016870752200555117,1.2801309579304037,1.2331847136995135,0.016870752200555117,branin
7,10.0,2.260204875572905,1.1496989167140534,1.1496989167140534,False,0.0,qnei,0.31469189998460934,False,0,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2331847136995135,0.10035654918601522,7.781142296768437,0.016870752200555117,1.1115917566812052,1.2331847136995135,0.016870752200555117,branin
8,0.0,3.9778951802513953,0.13527611136082934,0.13527611136082934,False,0.0,qnei,0.5899473000317812,False,0,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2331847136995135,1.1147793545392393,8.895921651307678,0.016870752200555117,1.1119902064134597,1.2331847136995135,0.016870752200555117,branin
9,10.0,0.0,0.7445238005749768,0.7445238005749768,False,0.0,qnei,0.7912856000475585,False,0,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2331847136995135,0.5055316653250919,9.40145331663277,0.016870752200555117,1.0446059240703078,1.2331847136995135,0.016870752200555117,branin
10,10.0,2.5825419565448344,1.1676426625666751,1.1676426625666751,False,0.0,qnei,0.6062370000290684,False,0,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2331847136995135,0.08241280333339351,9.483866119966164,0.016870752200555117,0.9483866119966164,1.2331847136995135,0.016870752200555117,branin
11,10.0,2.0188173912804266,1.1297490195669084,1.1297490195669084,False,0.0,qnei,0.5404637000174262,False,1,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2331847136995135,0.12030644633316023,9.604172566299324,0.016870752200555117,0.8731065969363022,1.2331847136995135,0.016870752200555117,branin
12,9.370192626332129,2.6681063617354823,1.2466426266886805,1.2466426266886805,False,0.0,qnei,0.549240899970755,False,1,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2466426266886805,0.00341283921138813,9.607585405510711,0.00341283921138813,0.8006321171258927,1.2466426266886805,0.00341283921138813,branin
13,8.323358243960424,2.9083181839526864,0.928807186144116,0.928807186144116,False,0.0,qnei,0.6470342000247911,False,1,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2466426266886805,0.3212482797559527,9.928833685266664,0.00341283921138813,0.7637564373282049,1.2466426266886805,0.00341283921138813,branin
14,10.0,2.7802648527096534,1.1737282260331352,1.1737282260331352,False,0.0,qnei,0.4763999999850057,False,1,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2466426266886805,0.07632723986693346,10.005160925133598,0.00341283921138813,0.714654351795257,1.2466426266886805,0.00341283921138813,branin
15,10.0,2.4289620335852526,1.1603336183638358,1.1603336183638358,False,0.0,qnei,0.471342500008177,False,1,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2466426266886805,0.08972184753623291,10.09488277266983,0.00341283921138813,0.6729921848446554,1.2466426266886805,0.00341283921138813,branin
16,7.431207960488693,9.572878499367562,-2.6681274476488026,-2.6681274476488026,False,0.0,qnei,0.5338315999833867,False,1,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2466426266886805,3.918182913548871,14.013065686218702,0.00341283921138813,0.8758166053886689,1.2466426266886805,0.00341283921138813,branin
17,9.386508906724494,2.4614161029958828,1.2497025902773784,1.2497025902773784,False,0.0,qnei,0.4760017999797128,False,1,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,0.00035287562269026296,14.013418561841393,0.00035287562269026296,0.8243187389318466,1.2497025902773784,0.00035287562269026296,branin
18,0.0,0.0,-1.3919476339504895,-1.3919476339504895,False,0.0,qnei,0.5393860000185668,False,1,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,2.642003099850558,16.65542166169195,0.00035287562269026296,0.9253012034273306,1.2497025902773784,0.00035287562269026296,branin
19,10.0,2.140079114742516,1.1404680513871503,1.1404680513871503,False,0.0,qnei,0.6456268000183627,False,1,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,0.10958741451291831,16.76500907620487,0.00035287562269026296,0.8823688987476247,1.2497025902773784,0.00035287562269026296,branin
20,9.06299528746565,2.32887978927727,1.219340936431512,1.219340936431512,False,0.0,qnei,0.6420887000276707,False,1,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,0.030714529468556684,16.795723605673427,0.00035287562269026296,0.8397861802836714,1.2497025902773784,0.00035287562269026296,branin
21,0.0,9.206756470650179,-0.16117889279839911,-0.16117889279839911,False,0.0,qnei,0.7226317999884486,False,2,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,1.4112343586984677,18.206957964371895,0.00035287562269026296,0.8669979983034236,1.2497025902773784,0.00035287562269026296,branin
22,9.223352288004488,2.0915405998689924,1.2384734984348227,1.2384734984348227,False,0.0,qnei,0.4905690999585204,False,2,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,0.01158196746524598,18.218539931837142,0.00035287562269026296,0.8281154514471428,1.2497025902773784,0.00035287562269026296,branin
23,2.789846180216045,3.4485892285127657,1.1845789513279212,1.1845789513279212,False,0.0,qnei,0.5703080999664962,False,2,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,0.06547651457214743,18.28401644640929,0.00035287562269026296,0.7949572368004039,1.2497025902773784,0.00035287562269026296,branin
24,3.0209901788815308,1.7344191925453845,1.2273275846768112,1.2273275846768112,False,0.0,qnei,0.739172299974598,False,2,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,0.022727881223257418,18.306744327632547,0.00035287562269026296,0.7627810136513561,1.2497025902773784,0.00035287562269026296,branin
25,3.170243568883693,2.427297420358928,1.2484089519786785,1.2484089519786785,False,0.0,qnei,0.7898636999889277,False,2,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,0.001646513921390147,18.308390841553937,0.00035287562269026296,0.7323356336621575,1.2497025902773784,0.00035287562269026296,branin
26,2.8538284663815277,2.4595530165884707,1.2310370017171806,1.2310370017171806,False,0.0,qnei,0.6201513999840245,False,2,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,0.019018464182888106,18.327409305736825,0.00035287562269026296,0.7049003579129548,1.2497025902773784,0.00035287562269026296,branin
27,3.1614575330717365,2.1620256257553607,1.2495095105326532,1.2495095105326532,False,0.0,qnei,0.6947082999977283,False,2,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,0.0005459553674154183,18.32795526110424,0.00035287562269026296,0.6788131578186756,1.2497025902773784,0.00035287562269026296,branin
28,3.6812933888008565,0.0,1.0134662737099496,1.0134662737099496,False,0.0,qnei,0.6081705000251532,False,2,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,0.2365891921901191,18.56454445329436,0.00035287562269026296,0.6630194447605129,1.2497025902773784,0.00035287562269026296,branin
29,9.44680545594195,2.583744713894481,1.2495554359725591,1.2495554359725591,False,0.0,qnei,0.730272300017532,False,2,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,0.0005000299275095266,18.565044483221868,0.00035287562269026296,0.6401739476973058,1.2497025902773784,0.00035287562269026296,branin
30,3.047029904631861,2.3378849043697696,1.2479954188619566,1.2479954188619566,False,0.0,qnei,0.6162452999851666,False,2,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,0.002060047038112023,18.56710453025998,0.00035287562269026296,0.6189034843419993,1.2497025902773784,0.00035287562269026296,branin
31,9.409477457191585,2.3617830392945924,1.2495198031502177,1.2495198031502177,False,0.0,qnei,0.570617499994114,False,3,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,0.0005356627498509514,18.56764019300983,0.00035287562269026296,0.5989561352583815,1.2497025902773784,0.00035287562269026296,branin
32,3.2117547343531365,2.2642316899067336,1.2488350274437219,1.2488350274437219,False,0.0,qnei,0.5170829000417143,False,3,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2497025902773784,0.001220438456346784,18.568860631466176,0.00035287562269026296,0.580276894733318,1.2497025902773784,0.00035287562269026296,branin
33,3.1179806884772163,2.352075995089921,1.249763062309125,1.249763062309125,False,0.0,qnei,0.5682835000334308,False,3,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.249763062309125,0.000292403590943735,18.56915303505712,0.000292403590943735,0.562701607122943,1.2497025902773784,0.00035287562269026296,branin
34,3.078485779408461,2.5017420052053025,1.2476411023999652,1.2476411023999652,False,0.0,qnei,0.5032313999836333,False,3,10,53a92a00-53bc-444e-a5ab-1ab04206571e,none,0.0,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.249763062309125,0.002414363500103489,18.571567398557224,0.000292403590943735,0.5462225705458007,1.2497025902773784,0.00035287562269026296,branin
