iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,6.2509546660466695,8.972138009695755,-2.635298307825418,-5.692542618057327,True,-3.0572443102319085,qnei,0.0,False,0,7,5fb42ea9-455f-40d6-aff9-94b533c325e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,-2.635298307825418,3.8853537737254866,3.8853537737254866,3.8853537737254866,3.8853537737254866,-2.635298307825418,3.8853537737254866,branin
2,7.756856902451935,2.2520718999059186,0.7134044527822333,-1.4572747546294034,True,-2.1706792074116366,qnei,0.0,False,0,7,5fb42ea9-455f-40d6-aff9-94b533c325e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,0.7134044527822333,0.5366510131178354,4.422004786843322,0.5366510131178354,2.211002393421661,0.7134044527822333,0.5366510131178354,branin
3,3.0016628491122543,8.735534453962618,-0.6835380964216702,-3.6723475493094195,True,-2.9888094528877494,qnei,0.0,False,0,7,5fb42ea9-455f-40d6-aff9-94b533c325e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,0.7134044527822333,1.9335935623217388,6.355598349165061,0.5366510131178354,2.1185327830550205,0.7134044527822333,0.5366510131178354,branin
4,0.052653045655747244,8.212284183827663,0.07937030695160363,-2.505297511559969,True,-2.584667818511573,qnei,0.0,False,0,7,5fb42ea9-455f-40d6-aff9-94b533c325e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,0.7134044527822333,1.170685158948465,7.526283508113526,0.5366510131178354,1.8815708770283814,0.7134044527822333,0.5366510131178354,branin
5,7.9706942875204625,4.679349528437208,0.3668038190773655,-2.1144096540513764,True,-2.481213473128742,qnei,0.0,False,0,7,5fb42ea9-455f-40d6-aff9-94b533c325e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,0.7134044527822333,0.8832516468227032,8.40953515493623,0.5366510131178354,1.681907030987246,0.7134044527822333,0.5366510131178354,branin
6,10.0,2.7672048860965943,1.17344168365577,-1.7351663570258717,True,-2.9086080406816417,qnei,0.4194771000184119,False,0,7,5fb42ea9-455f-40d6-aff9-94b533c325e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.17344168365577,0.07661378224429871,8.486148937180527,0.07661378224429871,1.4143581561967544,0.7134044527822333,0.5366510131178354,branin
7,3.20782974871129,3.3108041750865786,1.1925104867330991,-2.57833787642464,True,-3.770848363157739,qnei,0.5072780000045896,False,0,7,5fb42ea9-455f-40d6-aff9-94b533c325e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1925104867330991,0.057544979166969545,8.543693916347497,0.057544979166969545,1.2205277023353567,0.7134044527822333,0.5366510131178354,branin
8,8.64270297799133,0.0,0.94479787159022,0.5869224394257047,True,-0.35787543216451534,qnei,0.4903285999898799,False,0,7,5fb42ea9-455f-40d6-aff9-94b533c325e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1925104867330991,0.30525759430984867,8.848951510657345,0.057544979166969545,1.1061189388321682,0.94479787159022,0.30525759430984867,branin
9,5.742193650595799,0.0,0.3364926308404211,-2.187682020166126,True,-2.524174651006547,qnei,0.5484673000173643,False,0,7,5fb42ea9-455f-40d6-aff9-94b533c325e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1925104867330991,0.9135628350596476,9.762514345716992,0.057544979166969545,1.0847238161907768,0.94479787159022,0.30525759430984867,branin
10,9.954064602089211,0.0,0.7685200816945249,-2.487118241122114,True,-3.255638322816639,qnei,0.4904781000223011,False,0,7,5fb42ea9-455f-40d6-aff9-94b533c325e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1925104867330991,0.48153538420554376,10.244049729922535,0.057544979166969545,1.0244049729922535,0.94479787159022,0.30525759430984867,branin
